"","X","lagoslakeid","year","total_obs","count_oligotrophic","count_mesotrophic","count_eutrophic","Trophic_State","value","lake_namelagos","lake_centroidstate","lake_lat_decdeg","lake_lon_decdeg","trend"
"19448",19448,358527,2003,11,2,2,7,"Mesotrophic",18.1818181818182,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19449",19449,358527,2003,11,2,2,7,"Eutrophic",63.6363636363636,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19450",19450,358527,2004,14,1,6,7,"Oligotrophic",7.14285714285714,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19451",19451,358527,2004,14,1,6,7,"Mesotrophic",42.8571428571429,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19452",19452,358527,2004,14,1,6,7,"Eutrophic",50,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19453",19453,358527,2005,16,3,2,11,"Oligotrophic",18.75,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19454",19454,358527,2005,16,3,2,11,"Mesotrophic",12.5,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19455",19455,358527,2005,16,3,2,11,"Eutrophic",68.75,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19456",19456,358527,2006,15,6,6,3,"Oligotrophic",40,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19457",19457,358527,2006,15,6,6,3,"Mesotrophic",40,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19458",19458,358527,2006,15,6,6,3,"Eutrophic",20,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19459",19459,358527,2007,19,6,4,9,"Oligotrophic",31.5789473684211,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19460",19460,358527,2007,19,6,4,9,"Mesotrophic",21.0526315789474,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19461",19461,358527,2007,19,6,4,9,"Eutrophic",47.3684210526316,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19462",19462,358527,2008,16,1,2,13,"Oligotrophic",6.25,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19463",19463,358527,2008,16,1,2,13,"Mesotrophic",12.5,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19464",19464,358527,2008,16,1,2,13,"Eutrophic",81.25,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19465",19465,358527,2009,13,3,9,1,"Oligotrophic",23.0769230769231,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19466",19466,358527,2009,13,3,9,1,"Mesotrophic",69.2307692307692,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19467",19467,358527,2009,13,3,9,1,"Eutrophic",7.69230769230769,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19468",19468,358527,2010,22,9,1,12,"Oligotrophic",40.9090909090909,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19469",19469,358527,2010,22,9,1,12,"Mesotrophic",4.54545454545455,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19470",19470,358527,2010,22,9,1,12,"Eutrophic",54.5454545454545,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19471",19471,358527,2011,19,4,8,7,"Oligotrophic",21.0526315789474,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19472",19472,358527,2011,19,4,8,7,"Mesotrophic",42.1052631578947,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19473",19473,358527,2011,19,4,8,7,"Eutrophic",36.8421052631579,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19474",19474,358527,2012,10,1,2,7,"Oligotrophic",10,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19475",19475,358527,2012,10,1,2,7,"Mesotrophic",20,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19476",19476,358527,2012,10,1,2,7,"Eutrophic",70,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19477",19477,358527,2013,18,3,3,12,"Oligotrophic",16.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19478",19478,358527,2013,18,3,3,12,"Mesotrophic",16.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19479",19479,358527,2013,18,3,3,12,"Eutrophic",66.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19480",19480,358527,2014,16,4,6,6,"Oligotrophic",25,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19481",19481,358527,2014,16,4,6,6,"Mesotrophic",37.5,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19482",19482,358527,2014,16,4,6,6,"Eutrophic",37.5,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19483",19483,358527,2015,12,5,5,2,"Oligotrophic",41.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19484",19484,358527,2015,12,5,5,2,"Mesotrophic",41.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19485",19485,358527,2015,12,5,5,2,"Eutrophic",16.6666666666667,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19486",19486,358527,2016,13,3,1,9,"Oligotrophic",23.0769230769231,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19487",19487,358527,2016,13,3,1,9,"Mesotrophic",7.69230769230769,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19488",19488,358527,2016,13,3,1,9,"Eutrophic",69.2307692307692,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19489",19489,358527,2017,10,2,4,4,"Oligotrophic",20,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19490",19490,358527,2017,10,2,4,4,"Mesotrophic",40,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19491",19491,358527,2017,10,2,4,4,"Eutrophic",40,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19492",19492,358527,2018,13,7,0,6,"Oligotrophic",53.8461538461538,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19493",19493,358527,2018,13,7,0,6,"Mesotrophic",0,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19494",19494,358527,2018,13,7,0,6,"Eutrophic",46.1538461538462,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19495",19495,358527,2019,15,3,3,9,"Oligotrophic",20,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19496",19496,358527,2019,15,3,3,9,"Mesotrophic",20,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19497",19497,358527,2019,15,3,3,9,"Eutrophic",60,"Wakan Tanka Lake","WY",41.70745,-106.49156,NA
"19498",19498,358568,1984,5,0,0,5,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19499",19499,358568,1984,5,0,0,5,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19500",19500,358568,1984,5,0,0,5,"Eutrophic",100,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19501",19501,358568,1985,2,1,0,1,"Oligotrophic",50,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19502",19502,358568,1985,2,1,0,1,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19503",19503,358568,1985,2,1,0,1,"Eutrophic",50,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19504",19504,358568,1986,7,1,0,6,"Oligotrophic",14.2857142857143,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19505",19505,358568,1986,7,1,0,6,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19506",19506,358568,1986,7,1,0,6,"Eutrophic",85.7142857142857,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19507",19507,358568,1987,9,1,1,7,"Oligotrophic",11.1111111111111,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19508",19508,358568,1987,9,1,1,7,"Mesotrophic",11.1111111111111,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19509",19509,358568,1987,9,1,1,7,"Eutrophic",77.7777777777778,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19510",19510,358568,1988,8,0,3,5,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19511",19511,358568,1988,8,0,3,5,"Mesotrophic",37.5,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19512",19512,358568,1988,8,0,3,5,"Eutrophic",62.5,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19513",19513,358568,1989,9,2,1,6,"Oligotrophic",22.2222222222222,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19514",19514,358568,1989,9,2,1,6,"Mesotrophic",11.1111111111111,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19515",19515,358568,1989,9,2,1,6,"Eutrophic",66.6666666666667,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19516",19516,358568,1990,3,0,1,2,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19517",19517,358568,1990,3,0,1,2,"Mesotrophic",33.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19518",19518,358568,1990,3,0,1,2,"Eutrophic",66.6666666666667,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19519",19519,358568,1991,3,0,1,2,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19520",19520,358568,1991,3,0,1,2,"Mesotrophic",33.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19521",19521,358568,1991,3,0,1,2,"Eutrophic",66.6666666666667,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19522",19522,358568,1992,10,0,0,10,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19523",19523,358568,1992,10,0,0,10,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19524",19524,358568,1992,10,0,0,10,"Eutrophic",100,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19525",19525,358568,1993,9,0,0,9,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19526",19526,358568,1993,9,0,0,9,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19527",19527,358568,1993,9,0,0,9,"Eutrophic",100,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19528",19528,358568,1994,7,1,2,4,"Oligotrophic",14.2857142857143,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19529",19529,358568,1994,7,1,2,4,"Mesotrophic",28.5714285714286,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19530",19530,358568,1994,7,1,2,4,"Eutrophic",57.1428571428571,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19531",19531,358568,1995,9,1,3,5,"Oligotrophic",11.1111111111111,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19532",19532,358568,1995,9,1,3,5,"Mesotrophic",33.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19533",19533,358568,1995,9,1,3,5,"Eutrophic",55.5555555555556,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19534",19534,358568,1996,10,8,0,2,"Oligotrophic",80,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19535",19535,358568,1996,10,8,0,2,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19536",19536,358568,1996,10,8,0,2,"Eutrophic",20,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19537",19537,358568,1997,7,4,0,3,"Oligotrophic",57.1428571428571,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19538",19538,358568,1997,7,4,0,3,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19539",19539,358568,1997,7,4,0,3,"Eutrophic",42.8571428571429,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19540",19540,358568,1998,8,2,0,6,"Oligotrophic",25,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19541",19541,358568,1998,8,2,0,6,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19542",19542,358568,1998,8,2,0,6,"Eutrophic",75,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19543",19543,358568,1999,10,3,3,4,"Oligotrophic",30,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19544",19544,358568,1999,10,3,3,4,"Mesotrophic",30,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19545",19545,358568,1999,10,3,3,4,"Eutrophic",40,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19546",19546,358568,2000,11,0,2,9,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19547",19547,358568,2000,11,0,2,9,"Mesotrophic",18.1818181818182,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19548",19548,358568,2000,11,0,2,9,"Eutrophic",81.8181818181818,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19549",19549,358568,2001,12,1,1,10,"Oligotrophic",8.33333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19550",19550,358568,2001,12,1,1,10,"Mesotrophic",8.33333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19551",19551,358568,2001,12,1,1,10,"Eutrophic",83.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19552",19552,358568,2002,17,7,4,6,"Oligotrophic",41.1764705882353,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19553",19553,358568,2002,17,7,4,6,"Mesotrophic",23.5294117647059,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19554",19554,358568,2002,17,7,4,6,"Eutrophic",35.2941176470588,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19555",19555,358568,2003,12,1,1,10,"Oligotrophic",8.33333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19556",19556,358568,2003,12,1,1,10,"Mesotrophic",8.33333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19557",19557,358568,2003,12,1,1,10,"Eutrophic",83.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19558",19558,358568,2004,14,0,4,10,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19559",19559,358568,2004,14,0,4,10,"Mesotrophic",28.5714285714286,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19560",19560,358568,2004,14,0,4,10,"Eutrophic",71.4285714285714,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19561",19561,358568,2005,14,1,1,12,"Oligotrophic",7.14285714285714,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19562",19562,358568,2005,14,1,1,12,"Mesotrophic",7.14285714285714,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19563",19563,358568,2005,14,1,1,12,"Eutrophic",85.7142857142857,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19564",19564,358568,2006,14,2,3,9,"Oligotrophic",14.2857142857143,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19565",19565,358568,2006,14,2,3,9,"Mesotrophic",21.4285714285714,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19566",19566,358568,2006,14,2,3,9,"Eutrophic",64.2857142857143,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19567",19567,358568,2007,18,1,2,15,"Oligotrophic",5.55555555555556,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19568",19568,358568,2007,18,1,2,15,"Mesotrophic",11.1111111111111,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19569",19569,358568,2007,18,1,2,15,"Eutrophic",83.3333333333333,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19570",19570,358568,2008,20,4,3,13,"Oligotrophic",20,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19571",19571,358568,2008,20,4,3,13,"Mesotrophic",15,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19572",19572,358568,2008,20,4,3,13,"Eutrophic",65,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19573",19573,358568,2009,13,4,7,2,"Oligotrophic",30.7692307692308,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19574",19574,358568,2009,13,4,7,2,"Mesotrophic",53.8461538461538,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19575",19575,358568,2009,13,4,7,2,"Eutrophic",15.3846153846154,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19576",19576,358568,2010,13,4,2,7,"Oligotrophic",30.7692307692308,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19577",19577,358568,2010,13,4,2,7,"Mesotrophic",15.3846153846154,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19578",19578,358568,2010,13,4,2,7,"Eutrophic",53.8461538461538,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19579",19579,358568,2011,19,11,3,5,"Oligotrophic",57.8947368421053,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19580",19580,358568,2011,19,11,3,5,"Mesotrophic",15.7894736842105,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19581",19581,358568,2011,19,11,3,5,"Eutrophic",26.3157894736842,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19582",19582,358568,2012,8,0,1,7,"Oligotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19583",19583,358568,2012,8,0,1,7,"Mesotrophic",12.5,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19584",19584,358568,2012,8,0,1,7,"Eutrophic",87.5,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19585",19585,358568,2013,19,1,3,15,"Oligotrophic",5.26315789473684,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19586",19586,358568,2013,19,1,3,15,"Mesotrophic",15.7894736842105,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19587",19587,358568,2013,19,1,3,15,"Eutrophic",78.9473684210526,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19588",19588,358568,2014,20,3,5,12,"Oligotrophic",15,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19589",19589,358568,2014,20,3,5,12,"Mesotrophic",25,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19590",19590,358568,2014,20,3,5,12,"Eutrophic",60,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19591",19591,358568,2015,12,6,0,6,"Oligotrophic",50,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19592",19592,358568,2015,12,6,0,6,"Mesotrophic",0,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19593",19593,358568,2015,12,6,0,6,"Eutrophic",50,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19594",19594,358568,2016,17,12,1,4,"Oligotrophic",70.5882352941177,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19595",19595,358568,2016,17,12,1,4,"Mesotrophic",5.88235294117647,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19596",19596,358568,2016,17,12,1,4,"Eutrophic",23.5294117647059,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19597",19597,358568,2017,18,1,8,9,"Oligotrophic",5.55555555555556,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19598",19598,358568,2017,18,1,8,9,"Mesotrophic",44.4444444444444,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19599",19599,358568,2017,18,1,8,9,"Eutrophic",50,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19600",19600,358568,2018,17,3,5,9,"Oligotrophic",17.6470588235294,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19601",19601,358568,2018,17,3,5,9,"Mesotrophic",29.4117647058824,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19602",19602,358568,2018,17,3,5,9,"Eutrophic",52.9411764705882,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19603",19603,358568,2019,14,4,5,5,"Oligotrophic",28.5714285714286,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19604",19604,358568,2019,14,4,5,5,"Mesotrophic",35.7142857142857,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19605",19605,358568,2019,14,4,5,5,"Eutrophic",35.7142857142857,"King Reservoir Number 1; King Reservoir Number One","WY",41.60204,-106.06906,NA
"19606",19606,358589,1984,4,1,1,2,"Oligotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19607",19607,358589,1984,4,1,1,2,"Mesotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19608",19608,358589,1984,4,1,1,2,"Eutrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19609",19609,358589,1985,1,1,0,0,"Oligotrophic",100,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19610",19610,358589,1985,1,1,0,0,"Mesotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19611",19611,358589,1985,1,1,0,0,"Eutrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19612",19612,358589,1986,6,3,0,3,"Oligotrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19613",19613,358589,1986,6,3,0,3,"Mesotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19614",19614,358589,1986,6,3,0,3,"Eutrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19615",19615,358589,1987,3,2,0,1,"Oligotrophic",66.6666666666667,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19616",19616,358589,1987,3,2,0,1,"Mesotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19617",19617,358589,1987,3,2,0,1,"Eutrophic",33.3333333333333,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19618",19618,358589,1988,4,0,2,2,"Oligotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19619",19619,358589,1988,4,0,2,2,"Mesotrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19620",19620,358589,1988,4,0,2,2,"Eutrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19621",19621,358589,1989,5,1,1,3,"Oligotrophic",20,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19622",19622,358589,1989,5,1,1,3,"Mesotrophic",20,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19623",19623,358589,1989,5,1,1,3,"Eutrophic",60,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19624",19624,358589,1990,1,0,0,1,"Oligotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19625",19625,358589,1990,1,0,0,1,"Mesotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19626",19626,358589,1990,1,0,0,1,"Eutrophic",100,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19627",19627,358589,1991,4,0,1,3,"Oligotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19628",19628,358589,1991,4,0,1,3,"Mesotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19629",19629,358589,1991,4,0,1,3,"Eutrophic",75,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19630",19630,358589,1992,5,0,0,5,"Oligotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19631",19631,358589,1992,5,0,0,5,"Mesotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19632",19632,358589,1992,5,0,0,5,"Eutrophic",100,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19633",19633,358589,1993,4,0,1,3,"Oligotrophic",0,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19634",19634,358589,1993,4,0,1,3,"Mesotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19635",19635,358589,1993,4,0,1,3,"Eutrophic",75,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19636",19636,358589,1994,6,3,2,1,"Oligotrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19637",19637,358589,1994,6,3,2,1,"Mesotrophic",33.3333333333333,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19638",19638,358589,1994,6,3,2,1,"Eutrophic",16.6666666666667,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19639",19639,358589,1995,4,1,2,1,"Oligotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19640",19640,358589,1995,4,1,2,1,"Mesotrophic",50,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19641",19641,358589,1995,4,1,2,1,"Eutrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19642",19642,358589,1996,5,1,2,2,"Oligotrophic",20,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19643",19643,358589,1996,5,1,2,2,"Mesotrophic",40,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19644",19644,358589,1996,5,1,2,2,"Eutrophic",40,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19645",19645,358589,1997,4,3,1,0,"Oligotrophic",75,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
"19646",19646,358589,1997,4,3,1,0,"Mesotrophic",25,"Caldwell Lake","WY",41.1564,-105.79095,"no trend"
